semester_id,student_id,sem,sem_earned,sem_points,semester_attempted,sem_gpa,program_grade_date
963,,2013-1,3,10.5,3,3.17,
964,,2013-2,3,11.25,3,3.38,
965,,2014-1,3,10.5,3,2.6,
966,,2014-1,3,4.5,3,2.6,
967,,2007-1,3,10.5,3,3.63,
968,,2007-2,3,7.5,3,2.5,
969,,2010-2,3,9,3,3.38,
970,,2013-1,1,4,1,3.17,
971,,2013-1,3,11.25,3,3.17,
972,,2012-1,3,7.5,3,2.75,
973,,2014-1,3,7.5,3,2.6,
974,,2014-1,3,7.5,3,2.6,
975,,2004-2,3,12,3,3.5,
976,,2004-2,3,9,3,3.5,
977,,2007-1,3,10.5,3,3.17,
978,,2008-1,3,4.5,3,2,
979,,2004-1,3,6,3,2.75,
980,,2005-1,3,7.5,3,2.75,
981,,2005-2,3,7.5,3,2.5,
982,,2005-2,3,7.5,3,2.5,
983,,2005-2,3,9,3,2.5,
984,,2005-2,3,6,3,2.5,
985,,2006-2,3,6,3,3,
986,,2006-2,3,9,3,3,
987,,2007-1,0,0,3,3.17,
988,,2007-1,3,9,3,3.17,
989,,2005-1,3,0,3,2.75,
990,,2005-2,3,3,3,2.5,
991,,2007-1,3,3,3,3.17,
992,,2007-1,3,9,3,3.17,
993,,2004-2,3,3,3,3.5,
994,,2006-1,0,0,3,2.5,
995,,2004-1,3,3,3,2.75,
996,,2005-1,3,9,3,2.75,
997,,2005-2,4,0,4,2.5,
998,,2006-1,3,4.5,3,2.5,
999,,2006-1,3,7.5,3,2.5,
1000,,2008-1,3,6,3,2,
1001,,2008-2,3,9,3,3,
1002,,2004-1,3,7.5,3,2.75,
1003,,2004-1,3,0,3,2.75,
1004,,2004-1,3,9,3,2.75,
1005,,2007-2,12,45,12,3.75,
1006,,2002-2,3,0,3,0.75,
1007,,2002-2,3,9,3,0.75,
1008,,2002-1,3,4.5,3,2.41,
1009,,2002-1,3,10.5,3,2.41,
1010,,2002-1,4,10,4,2.41,
1011,,2002-1,3,7.5,3,2.41,
1012,,2002-2,0,,3,0.75,
1013,,2002-1,3,6,3,2.41,
1014,,2002-2,3,0,3,0.75,
1015,,2002-2,3,0,3,0.75,
1016,,2002-1,3,7.5,3,2.94,
1017,,2002-2,3,6,3,2.75,
1018,,2003-1,3,7.5,3,2,
1019,,2003-2,3,9,3,2.8,
1020,,2003-2,3,9,3,2.8,
1021,,2004-1,3,9,3,2.5,
1022,,2004-1,3,4.5,3,2.5,
1023,,2008-2,3,0,3,2.33,
1024,,2009-2,3,9,3,3,
1025,,2009-2,3,4.5,3,3,
1026,,2010-1,3,10.5,3,2.7,
1027,,2010-2,3,4.5,3,2.69,
1028,,2011-1,3,6,3,2.38,
1029,,2011-1,3,7.5,3,2.38,
1030,,2011-1,3,0,3,2.38,
1031,,2011-3,3,4.5,3,,
1032,,2013-1,3,6,3,2.88,
1033,,2002-1,3,11.25,3,2.94,
1034,,2004-2,3,0,3,3,
1035,,2005-1,3,0,3,,
1036,,2006-1,0,0,3,,
1037,,2008-2,3,12,3,2.33,
1038,,2010-1,3,6,3,2.7,
1039,,2010-2,3,11.25,3,2.69,
1040,,2010-2,3,3,3,2.69,
1041,,2010-2,3,6,3,2.69,
1042,,2011-1,3,0,3,2.38,
1043,,2011-1,3,9,3,2.38,
1044,,2003-1,3,7.5,3,2,
1045,,2003-1,3,3,3,2,
1046,,2004-2,3,9,3,3,
1047,,2007-2,3,0,3,,
1048,,2010-1,3,7.5,3,2.7,
1049,,2012-2,3,0,3,,
1050,,2013-2,3,6,3,2,
1051,,2014-2,4,10,4,2.5,
1052,,2002-1,4,12,4,2.94,
1053,,2002-2,3,10.5,3,2.75,
1054,,2004-1,3,6,3,2.5,
1055,,2007-2,0,0,3,,
1056,,2008-2,3,6,3,2.33,
1057,,2010-1,3,6,3,2.7,
1058,,2010-2,3,9,3,2.69,
1059,,2011-2,3,6,3,3,
1060,,2011-2,12,45,12,3,
1061,,2003-2,4,10,4,2.8,
1062,,2005-1,0,0,3,,
1063,,2005-2,3,0,3,,
1064,,2005-2,3,0,3,,
1065,,2007-2,3,0,3,,
1066,,2010-2,3,6,3,2.69,
1067,,2011-1,3,6,3,2.38,
1068,,2011-3,3,3,3,,
1069,,2012-1,3,9,3,3,
1070,,2013-1,3,11.25,3,2.88,
1071,,2002-1,3,7.5,3,2.94,
1072,,2008-2,3,3,3,2.33,
1073,,2010-1,3,10.5,3,2.7,
1074,,2011-2,3,3,3,3,
1075,,2012-1,3,0,3,3,
1076,,2012-3,0,0,3,,
1077,,2013-1,3,3,3,2.88,
1078,,2014-1,3,6,3,2,
1079,,2002-1,3,10.5,3,3.13,
1080,,2002-1,3,7.5,3,3.13,
1081,,2002-2,3,12,3,3.5,
1082,,2002-2,3,10.5,3,3.5,
1083,,2003-1,3,9,3,3.09,
1084,,2004-1,3,9,3,3.13,
1085,,2002-2,3,10.5,3,3.5,
1086,,2003-1,3,9,3,3.09,
1087,,2003-2,3,6,3,3.38,
1088,,2004-1,3,12,3,3.13,
1089,,2004-1,3,7.5,3,3.13,
1090,,2002-1,3,9,3,3.13,
1091,,2002-2,3,9,3,3.5,
1092,,2003-1,3,11.25,3,3.09,
1093,,2003-2,3,11.25,3,3.38,
1094,,2003-2,3,12,3,3.38,
1095,,2003-2,3,10.5,3,3.38,
1096,,2003-2,3,12,3,3.38,
1097,,2003-2,3,9,3,3.38,
1098,,2003-1,3,10.5,3,3.09,
1099,,2003-1,3,9,3,3.09,
1100,,2004-2,12,42,12,3.5,
1101,,2002-1,1,3.5,1,3.13,
1102,,2002-2,0,0,3,3.5,
1103,,2003-1,4,10,4,3.09,
1104,,2004-1,3,9,3,3.13,
1105,,2004-1,3,7.5,3,3.13,
1106,,2002-1,3,9,3,3.13,
1107,,2002-1,3,10.5,3,3.13,
1108,,2002-2,3,10.5,3,3.5,
1109,,2004-1,3,11.25,3,3.13,
1110,,2002-2,3,11.25,3,3.67,
1111,,2003-1,3,9,3,3.55,
1112,,2004-2,3,10.5,3,2.1,
1113,,2002-1,1,3.5,1,3.13,
1114,,2002-2,0,0,3,3.67,
1115,,2002-2,0,0,3,3.67,
1116,,2003-1,3,10.5,3,3.55,
1117,,2003-2,3,10.5,3,3.12,
1118,,2004-2,0,0,3,2.1,
1119,,2002-1,3,11.25,3,3.13,
1120,,2002-1,4,10,4,3.13,
1121,,2002-2,3,11.25,3,3.67,
1122,,2003-1,3,12,3,3.55,
1123,,2005-1,3,10.5,3,3,
1124,,2003-1,3,11.25,3,3.55,
1125,,2004-1,3,9,3,3.3,
1126,,2004-1,3,12,3,3.3,
1127,,2004-1,3,10.5,3,3.3,
1128,,2004-2,3,9,3,2.1,
1129,,2004-2,3,0,3,2.1,
1130,,2004-2,3,7.5,3,2.1,
1131,,2002-1,3,11.25,3,3.13,
1132,,2002-1,3,6,3,3.13,
1133,,2003-2,3,7.5,3,3.12,
1134,,2003-2,3,10.5,3,3.12,
1135,,2003-2,4,12,4,3.12,
1136,,2004-1,3,9,3,3.3,
1137,,2004-2,3,4.5,3,2.1,
1138,,2005-1,3,7.5,3,3,
1139,,2002-1,3,11.25,3,3.13,
1140,,2002-2,3,10.5,3,3.67,
1141,,2003-1,3,10.5,3,3.55,
1142,,2004-1,3,9,3,3.3,
1143,,2002-1,3,9,3,1.88,
1144,,2003-1,3,0,3,0,
1145,,2002-1,3,3,3,1.88,
1146,,2002-2,3,6,3,2,
1147,,2002-1,3,6,3,1.88,
1148,,2002-2,3,7.5,3,2,
1149,,2002-2,3,4.5,3,2,
1150,,2003-1,3,0,3,0,
1151,,2003-1,3,0,3,0,
1152,,2002-1,3,0,3,1.88,
1153,,2002-1,3,4.5,3,1.88,
1154,,2004-1,3,10.5,3,3.2,
1155,,2005-1,3,7.5,3,2.8,
1156,,2005-1,3,10.5,3,2.8,
1157,,2005-2,3,12,3,4,
1158,,2004-1,3,9,3,3.2,
1159,,2004-2,3,9,3,3.15,
1160,,2004-2,3,10.5,3,3.15,
1161,,2005-1,3,9,3,2.8,
1162,,2005-1,3,7.5,3,2.8,
1163,,2004-1,3,10.5,3,3.2,
1164,,2004-2,3,9,3,3.15,
1165,,2005-1,3,7.5,3,2.8,
1166,,2005-2,12,48,12,4,
1167,,2004-1,3,9,3,3.2,
1168,,2004-2,3,7.5,3,3.15,
1169,,2004-1,3,9,3,3.2,
1170,,2004-2,3,0,3,3.15,
1171,,2004-2,3,11.25,3,3.15,
1172,,2002-1,1,1.5,1,1.98,
1173,,2002-1,1,2,1,1.98,
1174,,2002-1,3,7.5,3,1.98,
1175,,2002-1,1,2.5,1,1.98,
1176,,2002-2,1,0,1,1,
1177,,2002-2,,,2,1,
1178,,2002-1,1,2,1,1.98,
1179,,2002-1,3,6,3,1.98,
1180,,2002-2,4,4,4,1,
1181,,2002-1,3,6,3,1.98,
1182,,2002-2,,,1,1,
1183,,2002-2,1,2,1,1,
1184,,2002-1,2,4,2,1.98,
1185,,2002-1,2,0,2,1.98,
1186,,2002-1,4,10,4,1.98,
1187,,2009-2,3,9,3,3.17,
1188,,2010-1,3,7.5,3,2.4,
1189,,2010-3,3,10.5,3,3.25,
1190,,2011-1,3,9,3,2.67,
1191,,2009-2,3,12,3,3.17,
1192,,2010-2,3,7.5,3,3,
1193,,2009-2,3,7.5,3,3.17,
1194,,2009-2,3,10.5,3,3.17,
1195,,2010-2,3,10.5,3,3,
1196,,2010-2,3,9,3,3,
1197,,2009-3,3,11.25,3,3.75,
1198,,2010-1,3,6,3,2.4,
1199,,2010-1,3,4.5,3,2.4,
1200,,2010-2,3,7.5,3,3,
1201,,2010-3,3,9,3,3.25,
1202,,2010-3,3,10.5,3,3.25,
1203,,2009-2,3,9,3,3.17,
1204,,2009-2,3,9,3,3.17,
1205,,2010-1,3,9,3,2.4,
1206,,2010-1,3,7.5,3,2.4,
1207,,2010-2,3,10.5,3,3,
1208,,2010-3,3,9,3,3.25,
1209,,2011-1,3,6,3,2.67,
1210,,2011-1,3,9,3,2.67,
1211,,2011-2,3,11.25,3,3.75,
1212,,2010-1,3,6,3,2.4,
1213,,2011-2,12,45,12,3.75,
1214,,2005-1,3,11.25,3,3.45,
1215,,2005-2,3,10.5,3,3.58,
1216,,2005-2,3,11.25,3,3.58,
1217,,2006-1,3,11.25,3,3.3,
1218,,2006-1,3,7.5,3,3.3,
1219,,2005-1,3,12,3,3.45,
1220,,2005-2,3,12,3,3.58,
1221,,2006-1,3,10.5,3,3.3,
1222,,2005-2,3,10.5,3,3.58,
1223,,2005-1,3,10.5,3,3.45,
1224,,2005-1,3,7.5,3,3.45,
1225,,2006-2,12,48,12,4,
1226,,2005-1,3,10.5,3,3.45,
1227,,2005-2,3,9,3,3.58,
1228,,2005-2,3,11.25,3,3.58,
1229,,2006-1,3,9,3,3.3,
1230,,2006-1,3,11.25,3,3.3,
1231,,2004-1,3,4.5,3,3.05,
1232,,2004-1,3,12,3,3.05,
1233,,2004-2,3,11.25,3,3.7,
1234,,2004-1,3,10.5,3,3.05,
1235,,2005-1,3,12,3,3.65,
1236,,2005-1,3,10.5,3,3.65,
1237,,2005-2,12,36,12,3.1,
1238,,2004-2,3,9,3,3.7,
1239,,2005-1,3,9,3,3.65,
1240,,2004-2,3,11.25,3,3.7,
1241,,2004-2,3,12,3,3.7,
1242,,2005-1,3,12,3,3.65,
1243,,2004-1,3,11.25,3,3.05,
1244,,2004-1,3,7.5,3,3.05,
1245,,2004-2,3,3,3,3.7,
1246,,2004-2,3,12,3,3.7,
1247,,2005-1,3,11.25,3,3.65,
1248,,2005-2,3,10.5,3,3.1,
1249,,2004-2,3,11.25,3,3.54,
1250,,2004-2,3,10.5,3,3.54,
1251,,2005-1,3,12,3,3.6,
1252,,2005-1,3,10.5,3,3.6,
1253,,2005-2,12,48,12,4,
1254,,2004-1,3,11.25,3,3.15,
1255,,2004-2,3,12,3,3.54,
1256,,2004-1,3,9,3,3.15,
1257,,2004-1,3,9,3,3.15,
1258,,2004-2,3,9,3,3.54,
1259,,2004-2,3,10.5,3,3.54,
1260,,2005-1,3,12,3,3.6,
1261,,2005-1,3,9,3,3.6,
1262,,2004-1,3,10.5,3,3.15,
1263,,2004-1,3,7.5,3,3.15,
1264,,2004-2,3,10.5,3,3.54,
1265,,2005-1,3,10.5,3,3.6,
1266,,2004-1,3,12,3,3.6,
1267,,2004-2,3,10.5,3,3.71,
1268,,2005-1,3,10.5,3,3.9,
1269,,2004-1,3,11.25,3,3.6,
1270,,2004-1,3,9,3,3.6,
1271,,2004-2,3,12,3,3.71,
1272,,2004-2,3,10.5,3,3.71,
1273,,2004-2,3,11.25,3,3.71,
1274,,2005-1,3,12,3,3.9,
1275,,2004-2,3,10.5,3,3.71,
1276,,2005-1,3,12,3,3.9,
1277,,2004-1,3,11.25,3,3.6,
1278,,2004-1,3,10.5,3,3.6,
1279,,2004-2,3,12,3,3.71,
1280,,2005-1,3,12,3,3.9,
1281,,2005-1,3,12,3,3.9,
1282,,2005-2,12,48,12,4,
1283,,2004-2,3,12,3,3.75,
1284,,2005-1,3,11.25,3,3.65,
1285,,2005-2,12,48,12,4,
1286,,2004-1,3,10.5,3,3.6,
1287,,2004-2,3,12,3,3.75,
1288,,2005-1,3,12,3,3.65,
1289,,2005-1,3,9,3,3.65,
1290,,2004-1,3,10.5,3,3.6,
1291,,2004-2,3,10.5,3,3.75,
1292,,2004-2,3,12,3,3.75,
1293,,2004-2,3,10.5,3,3.75,
1294,,2004-2,3,10.5,3,3.75,
1295,,2005-1,3,10.5,3,3.65,
1296,,2004-1,3,10.5,3,3.6,
1297,,2004-1,3,11.25,3,3.6,
1298,,2004-1,3,11.25,3,3.6,
1299,,2005-1,3,12,3,3.65,
1300,,2004-1,3,11.25,3,3.15,
1301,,2004-2,3,9,3,2.63,
1302,,2004-2,3,7.5,3,2.63,
1303,,2005-2,3,10.5,3,3.1,
1304,,2004-1,3,9,3,3.15,
1305,,2004-1,3,0,3,3.15,
1306,,2004-2,3,7.5,3,2.63,
1307,,2004-3,3,12,3,3.88,
1308,,2005-1,3,10.5,3,2.75,
1309,,2004-2,3,7.5,3,2.63,
1310,,2004-2,3,4.5,3,2.63,
1311,,2005-1,3,7.5,3,2.75,
1312,,2005-1,3,7.5,3,2.75,
1313,,2005-2,12,36,12,3.1,
1314,,2004-1,3,7.5,3,3.15,
1315,,2004-1,3,10.5,3,3.15,
1316,,2005-1,3,7.5,3,2.75,
1317,,2004-1,3,9,3,3.15,
1318,,2004-2,3,3,3,2.63,
1319,,2004-3,3,11.25,3,3.88,
1320,,2004-1,3,6,3,2.75,
1321,,2004-1,3,6,3,2.75,
1322,,2004-2,3,7.5,3,3.1,
1323,,2005-1,3,7.5,3,2.61,
1324,,2005-1,3,10.5,3,2.61,
1325,,2004-1,3,7.5,3,2.75,
1326,,2004-2,3,12,3,3.1,
1327,,2005-1,3,7.5,3,2.61,
1328,,2004-1,3,9,3,2.75,
1329,,2005-1,3,11.25,3,2.61,
1330,,2004-1,0,,3,2.75,
1331,,2004-2,3,9,3,3.1,
1332,,2005-1,3,7.5,3,2.61,
1333,,2004-2,3,9,3,3.1,
1334,,2004-2,3,9,3,3.1,
1335,,2005-1,3,4.5,3,2.61,
1336,,2005-1,3,6,3,2.61,
1337,,2004-1,3,6,3,2,
1338,,2004-2,0,0,3,,
1339,,2011-2,3,10.5,3,3,
1340,,2012-1,3,7.5,3,2.75,
1341,,2012-1,3,9,3,2.75,
1342,,2012-2,3,6,3,2,
1343,,2011-1,3,6,3,2.7,
1344,,2011-1,3,10.5,3,2.7,
1345,,2011-3,3,7.5,3,2.5,
1346,,2011-1,0,0,3,2.7,
1347,,2011-1,3,7.5,3,2.7,
1348,,2011-2,3,3,3,3,
1349,,2011-2,3,10.5,3,3,
1350,,2012-1,3,4.5,3,2.75,
1351,,2013-2,12,36,12,3,
1352,,2011-1,3,7.5,3,2.7,
1353,,2011-2,3,9,3,3,
1354,,2011-2,3,6,3,3,
1355,,2013-1,3,4.5,3,2,
1356,,2011-1,3,9,3,2.7,
1357,,2012-1,3,4.5,3,2.75,
1358,,2012-2,3,6,3,2,
1359,,2013-1,3,6,3,2,
1360,,2014-1,3,0,3,,
1361,,2015-1,3,6,3,2,
1362,,2021-1,3,6,3,2.9,
1363,,2022-1,3,12,3,3.69,
1364,,2020-3,3,11.25,3,3.75,
1365,,2021-1,3,9,3,2.9,
1366,,2022-1,3,12,3,3.69,
1367,,2021-1,3,10.5,3,2.9,
1368,,2021-1,3,7.5,3,2.9,
1369,,2021-2,3,10.5,3,3.33,
1370,,2022-1,3,11.25,3,3.69,
1371,,2022-1,3,9,3,3.69,
1372,,2022-2,,,12,,
1373,,2021-1,3,10.5,3,2.9,
1374,,2021-2,3,12,3,3.33,
1375,,2021-2,3,7.5,3,3.33,
1376,,2009-1,3,11.25,3,3.61,
1377,,2009-1,3,10.5,3,3.61,
1378,,2009-1,3,10.5,3,3.61,
1379,,2009-1,3,10.5,3,3.61,
1380,,2009-1,3,10.5,3,3.61,
1381,,2009-2,12,48,12,4,
1382,,2009-1,3,10.5,3,3.61,
1383,,2009-1,3,12,3,3.61,
1384,,2006-1,3,10.5,3,3.08,
1385,,2006-1,3,9,3,3.08,
1386,,2006-2,3,9,3,2.67,
1387,,2006-2,3,7.5,3,2.67,
1388,,2007-1,0,0,3,3.06,
1389,,2007-1,3,10.5,3,3.06,
1390,,2007-1,3,11.25,3,3.06,
1391,,2006-1,3,10.5,3,3.08,
1392,,2006-2,3,10.5,3,2.67,
1393,,2006-2,3,7.5,3,2.67,
1394,,2007-1,3,10.5,3,3.06,
1395,,2006-2,3,7.5,3,2.67,
1396,,2006-2,3,6,3,2.67,
1397,,2007-2,12,45,12,3.54,
1398,,2006-1,3,10.5,3,3.08,
1399,,2006-1,3,7.5,3,3.08,
1400,,2007-2,3,7.5,3,3.54,
1401,,2006-1,3,7.5,3,3.08,
1402,,2006-2,3,3,3,2.67,
1403,,2007-1,3,4.5,3,3.06,
1404,,2007-2,3,11.25,3,3.54,
1405,,2006-1,3,10.5,3,3.75,
1406,,2005-2,3,12,3,3.95,
1407,,2006-1,3,12,3,3.75,
1408,,2006-2,12,48,12,4,
1409,,2005-1,3,9,3,3.35,
1410,,2005-1,3,11.25,3,3.35,
1411,,2005-1,3,10.5,3,3.35,
1412,,2005-1,3,7.5,3,3.35,
1413,,2005-2,3,11.25,3,3.95,
1414,,2006-1,3,11.25,3,3.75,
1415,,2005-2,3,12,3,3.95,
1416,,2005-2,3,12,3,3.95,
1417,,2005-1,3,12,3,3.35,
1418,,2005-2,3,12,3,3.95,
1419,,2006-1,3,10.5,3,3.75,
1420,,2006-1,3,12,3,3.75,
1421,,2006-1,3,10.5,3,3.33,
1422,,2006-2,0,0,3,,
1423,,2006-1,0,0,3,3.33,
1424,,2006-1,3,9,3,3.33,
1425,,2006-1,3,10.5,3,3.33,
1426,,2006-2,0,0,3,,
1427,,2006-2,0,0,3,,
1428,,2006-1,0,0,3,3.33,
1429,,2006-2,0,0,3,,
1430,,2008-1,3,9,3,3.25,
1431,,2010-2,3,9,3,3.25,
1432,,2011-1,3,11.25,3,3.38,
1433,,2015-2,3,9,3,3,
1434,,2016-2,12,42,12,3.5,
1435,,2018-1,3,9,3,3,
1436,,2010-1,3,4.5,3,3,
1437,,2011-1,3,9,3,3.38,
1438,,2007-1,3,12,3,3.83,
1439,,2010-1,3,9,3,3,
1440,,2016-1,3,10.5,3,3.5,
1441,,2017-1,3,10.5,3,3.5,
1442,,2007-1,3,12,3,3.83,
1443,,2007-1,3,10.5,3,3.83,
1444,,2008-1,3,10.5,3,3.25,
1445,,2008-2,3,10.5,3,3.5,
1446,,2008-2,3,4.5,3,3.5,
1447,,2017-2,3,11.25,3,3.75,
1448,,2009-1,3,10.5,3,3.5,
1449,,2010-2,3,10.5,3,3.25,
1450,,2011-2,3,7.5,3,2.5,
1451,,2012-1,3,10.5,3,3.5,
1452,,2015-1,0,0,3,,
1453,,2003-1,,,3,0,
1454,,2003-1,,,3,0,
1455,,2003-1,,,3,0,
1456,,2003-1,,,3,0,
1457,,2003-1,,,3,0,
1458,,2003-1,,,3,0,
1459,,2003-1,3,6,3,3.5,
1460,,2003-2,3,7.5,3,2.5,
1461,,2003-1,3,10.5,3,3.5,
1462,,2003-1,3,11.25,3,3.5,
1463,,2003-1,3,9,3,3.5,
1464,,2004-1,3,9,3,2.1,
1465,,2003-2,0,0,3,2.5,
1466,,2004-1,3,3,3,2.1,
1467,,2003-1,3,11.25,3,3.5,
1468,,2004-2,3,6,3,2.5,
1469,,2004-2,3,9,3,2.5,
1470,,2004-1,3,7.5,3,2.1,
1471,,2004-1,3,4.5,3,2.1,
1472,,2004-1,3,7.5,3,2.1,
1473,,2004-2,3,7.5,3,2.5,
1474,,2007-1,3,9,3,3.04,
1475,,2007-2,,,3,1.7,
1476,,2007-2,3,7.5,3,1.7,
1477,,2015-1,3,4.5,3,2,
1478,,2015-2,3,11.25,3,3.13,
1479,,2017-1,3,7.5,3,2.83,
1480,,2007-1,3,9,3,3.04,
1481,,2017-1,3,7.5,3,2.83,
1482,,2007-1,3,7.5,3,3.04,
1483,,2007-1,3,11.25,3,3.04,
1484,,2007-2,3,6,3,1.7,
1485,,2015-1,3,6,3,2,
1486,,2016-1,3,9,3,2.75,
1487,,2016-2,3,6,3,2,
1488,,2017-2,3,10.5,3,3.5,
1489,,2007-1,3,10.5,3,3.04,
1490,,2016-1,3,7.5,3,2.75,
1491,,2018-2,3,7.5,3,2.5,
1492,,2007-2,3,0,3,1.7,
1493,,2018-2,1,2.5,1,2.5,
1494,,2007-1,3,7.5,3,3.04,
1495,,2007-2,3,7.5,3,1.7,
1496,,2007-2,3,4.5,3,1.7,
1497,,2015-2,3,7.5,3,3.13,
1498,,2017-1,0,0,3,2.83,
1499,,2017-1,3,10.5,3,2.83,
1500,,2017-2,12,42,12,3.5,
1501,,2017-3,3,12,3,4,
1502,,2008-1,0,0,3,3.05,
1503,,2009-1,3,9,3,3.13,
1504,,2009-1,3,10.5,3,3.13,
1505,,2008-2,3,4.5,3,3,
1506,,2009-2,3,11.25,3,3.71,
1507,,2008-2,3,4.5,3,3,
1508,,2008-2,3,7.5,3,3,
1509,,2009-1,3,10.5,3,3.13,
1510,,2009-2,3,10.5,3,3.71,
1511,,2009-2,12,45,12,3.71,
1512,,2008-1,3,6,3,3.05,
1513,,2008-2,3,9,3,3,
1514,,2009-1,3,11.25,3,3.13,
1515,,2009-1,3,9,3,3.13,
1516,,2008-1,3,10.5,3,3.05,
1517,,2008-1,3,11.25,3,3.05,
1518,,2008-2,3,10.5,3,3,
1519,,2009-1,3,6,3,3.13,
1520,,2008-1,3,10.5,3,3.05,
1521,,2008-1,3,7.5,3,3.05,
1522,,2009-1,0,0,3,3.17,
1523,,2009-2,3,10.5,3,3.25,
1524,,2010-1,3,9,3,3.29,
1525,,2008-1,3,9,3,3,
1526,,2008-2,3,9,3,3,
1527,,2009-1,3,10.5,3,3.17,
1528,,2010-1,3,9,3,3.29,
1529,,2010-1,3,10.5,3,3.29,
1530,,2009-1,3,9,3,3.17,
1531,,2010-1,3,11.25,3,3.29,
1532,,2010-2,3,9,3,2.83,
1533,,2011-2,12,45,12,3.75,
1534,,2008-1,3,9,3,3,
1535,,2008-1,3,9,3,3,
1536,,2008-2,3,10.5,3,3,
1537,,2010-1,3,9,3,3.29,
1538,,2008-2,3,6,3,3,
1539,,2008-1,3,9,3,3,
1540,,2008-1,3,6,3,3,
1541,,2008-1,3,12,3,3,
1542,,2008-2,3,10.5,3,3,
1543,,2009-1,3,9,3,3.17,
1544,,2009-2,3,11.25,3,3.25,
1545,,2009-2,3,7.5,3,3.25,
1546,,2010-1,3,10.5,3,3.29,
1547,,2010-2,3,10.5,3,2.83,
1548,,2010-2,3,6,3,2.83,
1549,,2009-1,3,7.5,3,2.6,
1550,,2009-2,3,4.5,3,2.5,
1551,,2009-2,3,6,3,2.5,
1552,,2010-1,3,6,3,2.5,
1553,,2010-2,0,0,3,2.81,
1554,,2010-2,3,6,3,2.81,
1555,,2009-1,3,9,3,2.6,
1556,,2009-1,3,7.5,3,2.6,
1557,,2009-2,3,9,3,2.5,
1558,,2010-1,3,7.5,3,2.5,
1559,,2011-1,3,10.5,3,3,
1560,,2011-2,3,4.5,3,2.5,
1561,,2011-2,3,7.5,3,2.5,
1562,,2011-3,3,7.5,3,2.75,
1563,,2010-1,3,9,3,2.5,
1564,,2010-1,3,4.5,3,2.5,
1565,,2011-1,3,10.5,3,3,
1566,,2011-2,3,7.5,3,2.5,
1567,,2013-2,12,45,12,3.75,
1568,,2009-1,3,9,3,2.6,
1569,,2009-2,3,3,3,2.5,
1570,,2010-1,3,7.5,3,2.5,
1571,,2010-3,3,4.5,3,,
1572,,2011-1,3,7.5,3,3,
1573,,2009-2,0,0,3,2.5,
1574,,2010-1,3,0,3,2.5,
1575,,2010-2,3,7.5,3,2.81,
1576,,2011-1,3,7.5,3,3,
1577,,2009-1,0,0,3,2.6,
1578,,2009-1,3,6,3,2.6,
1579,,2010-2,3,9,3,2.81,
1580,,2010-2,3,11.25,3,2.81,
1581,,2011-1,3,9,3,3,
1582,,2011-1,3,3,3,3,
1583,,2011-3,3,9,3,2.75,
1584,,2012-1,3,9,3,3,
1585,,2005-1,3,11.25,3,3.9,
1586,,2006-1,3,12,3,3.95,
1587,,2006-2,12,48,12,4,
1588,,2005-1,3,12,3,3.9,
1589,,2006-1,3,12,3,3.95,
1590,,2005-1,3,12,3,3.9,
1591,,2005-1,3,11.25,3,3.9,
1592,,2005-2,3,11.25,3,3.92,
1593,,2006-1,3,12,3,3.95,
1594,,2005-1,3,12,3,3.9,
1595,,2005-2,3,11.25,3,3.92,
1596,,2005-2,3,12,3,3.92,
1597,,2005-2,3,12,3,3.92,
1598,,2006-1,3,11.25,3,3.95,
1599,,2005-2,3,12,3,3.92,
1600,,2005-2,3,12,3,3.92,
1601,,2006-1,3,12,3,3.95,
1602,,2008-1,3,11.25,3,3.83,
1603,,2008-2,3,11.25,3,3.6,
1604,,2008-1,3,12,3,3.83,
1605,,2008-2,3,11.25,3,3.6,
1606,,2009-1,3,10.5,3,3.2,
1607,,2009-1,3,9,3,3.2,
1608,,2010-1,3,10.5,3,3.42,
1609,,2010-1,3,9,3,3.42,
1610,,2010-2,3,9,3,3.75,
1611,,2010-2,3,10.5,3,3.75,
1612,,2010-2,12,48,12,3.75,
1613,,2008-1,3,11.25,3,3.83,
1614,,2008-2,3,10.5,3,3.6,
1615,,2009-2,3,10.5,3,3.5,
1616,,2009-1,3,7.5,3,3.2,
1617,,2010-1,3,11.25,3,3.42,
1618,,2007-2,3,11.25,3,3.75,
1619,,2007-2,3,10.5,3,3.75,
1620,,2009-1,3,3,3,3.06,
1621,,2009-1,3,6,3,3.06,
1622,,2007-2,3,12,3,3.75,
1623,,2008-1,3,10.5,3,3.25,
1624,,2008-1,3,11.25,3,3.25,
1625,,2006-2,3,10.5,3,3.75,
1626,,2007-1,3,10.5,3,3.42,
1627,,2008-1,3,7.5,3,3.25,
1628,,2009-1,3,11.25,3,3.06,
1629,,2009-1,3,10.5,3,3.06,
1630,,2006-1,3,10.5,3,3.67,
1631,,2006-2,3,12,3,3.75,
1632,,2009-2,12,42,12,3.5,
1633,,2006-1,3,12,3,3.67,
1634,,2007-1,3,9,3,3.42,
1635,,2009-1,3,9,3,3.06,
1636,,2006-2,3,11.25,3,3.75,
1637,,2007-1,3,11.25,3,3.42,
1638,,2008-2,3,4.5,3,,
1639,,2007-2,0,0,3,3.17,
1640,,2007-2,3,12,3,3.17,
1641,,2007-2,3,7.5,3,3.17,
1642,,2008-1,3,12,3,4,
1643,,2007-2,3,9,3,3.17,
