semester_id,student_id,sem,sem_earned,sem_points,semester_attempted,sem_gpa,program_grade_date
1644,,2009-1,3,7.5,3,2,
1645,,2017-1,,,3,0,
1646,,2008-1,0,0,3,4,
1647,,2017-1,3,0,3,0,
1648,,2009-1,3,4.5,3,2,
1649,,2007-1,0,0,3,3.13,
1650,,2009-1,3,9,3,3.42,
1651,,2007-1,3,7.5,3,3.13,
1652,,2007-1,3,11.25,3,3.13,
1653,,2007-2,3,7.5,3,2.5,
1654,,2007-2,4,10,4,2.5,
1655,,2008-1,3,6,3,2,
1656,,2008-2,3,3,3,3,
1657,,2009-1,3,10.5,3,3.42,
1658,,2007-2,3,3,3,2.5,
1659,,2008-2,3,9,3,3,
1660,,2008-2,12,36,12,3,
1661,,2009-1,3,11.25,3,3.42,
1662,,2009-1,3,3,3,2.96,
1663,,2009-1,3,10.5,3,2.96,
1664,,2009-1,3,11.25,3,2.96,
1665,,2009-1,3,9,3,2.96,
1666,,2006-1,3,11.25,3,3.14,
1667,,2006-1,3,9,3,3.14,
1668,,2006-2,3,12,3,3.63,
1669,,2007-1,3,11.25,3,3.17,
1670,,2007-2,3,6,3,2.63,
1671,,2007-2,3,7.5,3,2.63,
1672,,2007-2,3,3,3,2.63,
1673,,2007-2,3,10.5,3,2.63,
1674,,2007-3,3,10.5,3,3.5,
1675,,2008-1,3,9,3,3.42,
1676,,2008-2,3,3,3,3.75,
1677,,2009-1,3,6,3,2.75,
1678,,2010-1,3,6,3,2,
1679,,2006-1,3,7.5,3,3.14,
1680,,2007-1,3,7.5,3,3.17,
1681,,2008-2,12,45,12,3.75,
1682,,2006-2,3,9,3,3.63,
1683,,2007-1,3,9,3,3.17,
1684,,2008-1,3,3,3,3.42,
1685,,2008-1,3,10.5,3,3.42,
1686,,2007-1,3,10.5,3,3.17,
1687,,2009-1,3,10.5,3,2.75,
1688,,2006-2,0,0,3,3.63,
1689,,2006-2,3,10.5,3,3.63,
1690,,2006-2,3,0,3,3.63,
1691,,2007-1,0,0,3,3.17,
1692,,2008-1,3,11.25,3,3.42,
1693,,2009-1,3,3,3,2.75,
1694,,2007-1,3,6,3,2.45,
1695,,2008-2,3,6,3,2.44,
1696,,2009-1,3,10.5,3,2.67,
1697,,2009-1,3,4.5,3,2.67,
1698,,2009-2,3,9,3,3.05,
1699,,2010-1,3,4.5,3,2.63,
1700,,2010-1,3,9,3,2.63,
1701,,2010-2,3,7.5,3,2.5,
1702,,2011-1,3,12,3,3.38,
1703,,2007-1,3,9,3,2.45,
1704,,2008-1,3,3,3,2,
1705,,2008-2,3,0,3,2.44,
1706,,2009-2,3,3,3,3.05,
1707,,2009-2,3,10.5,3,3.05,
1708,,2010-1,3,6,3,2.63,
1709,,2011-1,3,9,3,3.38,
1710,,2008-1,3,0,3,2,
1711,,2009-1,3,7.5,3,2.67,
1712,,2010-1,0,0,3,2.63,
1713,,2010-1,3,7.5,3,2.63,
1714,,2011-1,3,10.5,3,3.38,
1715,,2011-2,3,9,3,3.6,
1716,,2011-2,12,45,12,3.6,
1717,,2007-1,1,3.5,1,2.45,
1718,,2007-2,3,7.5,3,2.25,
1719,,2008-2,3,4.5,3,2.44,
1720,,2009-1,3,6,3,2.67,
1721,,2009-2,3,7.5,3,3.05,
1722,,2007-2,3,6,3,2.25,
1723,,2008-2,3,11.25,3,2.44,
1724,,2009-2,3,4.5,3,3.05,
1725,,2010-2,3,6,3,2.5,
1726,,2007-2,3,4.5,3,2.25,
1727,,2009-2,3,11.25,3,3.05,
1728,,2010-2,3,9,3,2.5,
1729,,2007-1,3,10.5,3,2.88,
1730,,2007-1,3,7.5,3,2.88,
1731,,2008-1,3,9,3,3.35,
1732,,2008-1,3,11.25,3,3.35,
1733,,2008-1,3,7.5,3,3.35,
1734,,2007-1,3,11.25,3,2.88,
1735,,2007-1,3,9,3,2.88,
1736,,2007-2,3,9,3,3.44,
1737,,2007-2,3,11.25,3,3.44,
1738,,2007-1,3,6,3,2.88,
1739,,2007-2,3,3,3,3.44,
1740,,2008-2,12,48,12,4,
1741,,2006-3,3,11.25,3,3.75,
1742,,2007-2,3,12,3,3.44,
1743,,2008-2,3,12,3,4,
1744,,2004-2,3,10.5,3,3.45,
1745,,2004-2,3,11.25,3,3.45,
1746,,2005-2,3,11.25,3,3.42,
1747,,2006-1,3,10.5,3,2.69,
1748,,2007-1,3,9,3,2.75,
1749,,2004-1,1,3,1,3.69,
1750,,2004-1,3,12,3,3.69,
1751,,2005-1,0,0,3,3.75,
1752,,2005-1,3,11.25,3,3.75,
1753,,2006-2,3,0,3,2.6,
1754,,2006-2,3,12,3,2.6,
1755,,2006-2,3,11.25,3,2.6,
1756,,2007-1,3,7.5,3,2.75,
1757,,2004-1,3,9,3,3.69,
1758,,2004-2,3,7.5,3,3.45,
1759,,2005-1,3,10.5,3,3.75,
1760,,2005-2,3,9,3,3.42,
1761,,2006-1,3,3,3,2.69,
1762,,2006-2,3,4.5,3,2.6,
1763,,2007-1,0,0,3,2.75,
1764,,2005-2,3,10.5,3,3.42,
1765,,2006-1,3,11.25,3,2.69,
1766,,2005-1,3,12,3,3.75,
1767,,2006-1,3,6,3,2.69,
1768,,2006-1,3,7.5,3,2.69,
1769,,2006-2,3,12,3,3.96,
1770,,2007-1,3,12,3,4,
1771,,2006-1,3,12,3,3.54,
1772,,2006-1,3,9,3,3.54,
1773,,2006-1,3,10.5,3,3.54,
1774,,2007-2,12,48,12,4,
1775,,2006-2,3,11.25,3,3.96,
1776,,2006-1,3,11.25,3,3.54,
1777,,2007-1,0,0,3,4,
1778,,2007-1,3,3,3,2.55,
1779,,2007-1,3,7.5,3,2.55,
1780,,2007-1,0,0,3,2.55,
1781,,2007-1,3,9,3,2.55,
1782,,2007-1,3,11.25,3,2.55,
1783,,2007-1,3,11.25,3,3.56,
1784,,2007-2,3,11.25,3,3.58,
1785,,2008-1,0,0,3,3.17,
1786,,2007-2,3,10.5,3,3.58,
1787,,2008-1,3,11.25,3,3.17,
1788,,2008-1,3,9,3,3.17,
1789,,2007-1,0,0,3,3.56,
1790,,2007-1,3,9,3,3.56,
1791,,2008-1,3,6,3,3.17,
1792,,2008-2,12,42,12,3.3,
1793,,2007-1,3,3,3,3.56,
1794,,2008-1,3,10.5,3,3.17,
1795,,2008-2,3,7.5,3,3.3,
1796,,2009-1,3,10.5,3,3,
1797,,2009-1,3,7.5,3,3,
1798,,2009-1,0,0,3,1.83,
1799,,2009-1,3,6,3,1.83,
1800,,2016-2,3,9,3,3.5,
1801,,2006-1,,,3,0,
1802,,2017-1,3,12,3,3.33,
1803,,2017-2,3,11.25,3,3.75,
1804,,2018-1,3,11.25,3,3.63,
1805,,2019-2,0,0,3,,
1806,,2009-1,3,4.5,3,1.83,
1807,,2017-1,3,6,3,3.33,
1808,,2018-1,3,10.5,3,3.63,
1809,,2016-2,3,12,3,3.5,
1810,,2018-2,3,11.25,3,1.88,
1811,,2018-2,3,0,3,1.88,
1812,,2006-1,3,12,3,3.46,
1813,,2006-2,3,10.5,3,3.46,
1814,,2006-2,3,11.25,3,3.46,
1815,,2006-1,3,7.5,3,3.46,
1816,,2006-1,3,11.25,3,3.46,
1817,,2006-2,3,9,3,3.46,
1818,,2006-2,3,12,3,3.46,
1819,,2007-1,3,11.25,3,3.9,
1820,,2007-1,3,12,3,3.9,
1821,,2007-2,12,45,12,3.75,
1822,,2006-1,3,9,3,3.46,
1823,,2007-1,3,12,3,3.29,
1824,,2006-2,3,10.5,3,3.6,
1825,,2006-2,3,11.25,3,3.6,
1826,,2006-2,0,0,3,3.6,
1827,,2007-1,3,10.5,3,3.29,
1828,,2007-1,3,11.25,3,3.29,
1829,,2007-1,3,9,3,3.29,
1830,,2006-2,3,12,3,3.6,
1831,,2006-2,3,9,3,3.6,
1832,,2007-1,3,6,3,3.29,
1833,,2006-2,3,11.25,3,3.95,
1834,,2007-1,3,11.25,3,3.67,
1835,,2005-2,3,12,3,3.88,
1836,,2006-1,3,11.25,3,3.88,
1837,,2006-2,3,12,3,3.95,
1838,,2007-1,3,12,3,3.67,
1839,,2007-1,3,9,3,3.67,
1840,,2005-2,3,11.25,3,3.88,
1841,,2006-1,3,12,3,3.88,
1842,,2006-1,3,0,3,3.88,
1843,,2008-1,3,9,3,3.05,
1844,,2008-2,3,12,3,3.63,
1845,,2009-2,3,12,3,3.19,
1846,,2008-1,3,6,3,3.05,
1847,,2009-1,3,6,3,2.71,
1848,,2008-1,3,11.25,3,3.05,
1849,,2009-1,3,9,3,2.71,
1850,,2009-1,3,11.25,3,2.71,
1851,,2009-2,3,11.25,3,3.19,
1852,,2010-1,3,11.25,3,3.5,
1853,,2010-2,12,45,12,3.75,
1854,,2008-2,3,0,3,3.63,
1855,,2009-1,3,10.5,3,2.71,
1856,,2009-2,3,6,3,3.19,
1857,,2010-1,3,9,3,3.5,
1858,,2008-1,3,10.5,3,3.05,
1859,,2008-1,3,3,3,3.05,
1860,,2008-2,3,10.5,3,3.63,
1861,,2009-3,3,12,3,4,
1862,,2008-2,3,9,3,3.63,
1863,,2009-2,3,9,3,3.19,
1864,,2006-1,3,0,3,3.31,
1865,,2006-2,3,9,3,3.2,
1866,,2007-1,3,7.5,3,3.25,
1867,,2007-1,3,12,3,3.25,
1868,,2008-1,3,4.5,3,,
1869,,2006-1,3,9,3,3.31,
1870,,2006-2,3,7.5,3,3.2,
1871,,2007-1,3,10.5,3,3.25,
1872,,2006-2,3,12,3,3.2,
1873,,2006-1,3,11.25,3,3.31,
1874,,2006-1,3,4.5,3,3.31,
1875,,2007-1,3,6,3,3.25,
1876,,2006-2,3,10.5,3,3.2,
1877,,2007-1,3,11.25,3,3.25,
1878,,2006-1,3,10.5,3,3.31,
1879,,2008-3,3,11.25,3,3.75,
1880,,2006-2,3,11.25,3,3.63,
1881,,2006-1,3,11.25,3,3.63,
1882,,2006-1,3,10.5,3,3.63,
1883,,2007-1,3,11.25,3,3.75,
1884,,2007-1,3,10.5,3,3.75,
1885,,2007-1,3,12,3,3.75,
1886,,2007-1,0,0,3,3.75,
1887,,2007-1,3,11.25,3,3.8,
1888,,2006-1,3,11.25,3,3.38,
1889,,2006-1,3,10.5,3,3.38,
1890,,2006-2,3,11.25,3,3.7,
1891,,2007-1,3,12,3,3.8,
1892,,2007-2,3,11.25,3,3.95,
1893,,2007-2,12,48,12,3.95,
1894,,2006-1,3,7.5,3,3.38,
1895,,2006-1,3,9,3,3.38,
1896,,2007-1,3,10.5,3,3.8,
1897,,2006-2,0,0,3,3.7,
1898,,2006-2,3,10.5,3,3.7,
1899,,2006-1,3,11.25,3,3.67,
1900,,2007-1,3,12,3,3.85,
1901,,2006-2,3,4.5,3,3.75,
1902,,2007-1,3,11.25,3,3.85,
1903,,2007-2,3,12,3,4,
1904,,2006-1,3,9,3,3.67,
1905,,2007-1,3,10.5,3,3.85,
1906,,2007-1,3,0,3,2.88,
1907,,2007-2,3,9,3,2.67,
1908,,2007-2,3,7.5,3,2.67,
1909,,2007-2,3,0,3,2.67,
1910,,2008-1,3,3,3,,
1911,,2009-2,3,6,3,2.75,
1912,,2009-2,3,10.5,3,2.75,
1913,,2012-1,3,9,3,3,
1914,,2008-2,3,0,3,1,
1915,,2009-1,3,6,3,2,
1916,,2008-2,3,3,3,1,
1917,,2009-2,3,4.5,3,2.75,
1918,,2010-2,3,6,3,2,
1919,,2008-3,3,12,3,3.75,
1920,,2008-3,3,10.5,3,3.75,
1921,,2007-2,3,3,3,2.67,
1922,,2009-1,3,0,3,2,
1923,,2010-1,3,0,3,,
1924,,2011-2,3,11.25,3,3.75,
1925,,2012-2,12,42,12,3.5,
1926,,2021-2,3,0,3,0,
1927,,2021-2,,,3,0,
1928,,2007-1,0,0,3,3.06,
1929,,2007-1,3,9,3,3.06,
1930,,2007-1,3,11.25,3,3.06,
1931,,2007-1,3,7.5,3,3.06,
1932,,2004-2,3,10.5,3,2.8,
1933,,2004-2,3,12,3,2.8,
1934,,2004-2,3,6,3,2.8,
1935,,2004-2,3,9,3,2.8,
1936,,2004-2,,,3,2.8,
1937,,2004-2,3,4.5,3,2.8,
1938,,2004-2,3,11.25,3,3.38,
1939,,2004-2,1,3.75,1,3.38,
1940,,2004-2,3,7.5,3,3.38,
1941,,2005-1,3,11.25,3,2.94,
1942,,2005-1,3,7.5,3,2.94,
1943,,2005-1,3,9,3,2.94,
1944,,2005-2,3,10.5,3,3,
1945,,2006-1,3,3,3,2.17,
1946,,2006-2,3,6,3,3.1,
1947,,2007-1,0,0,3,2.63,
1948,,2007-2,3,10.5,3,2.66,
1949,,2007-2,3,3,3,2.66,
1950,,2008-2,3,3,3,2.33,
1951,,2004-2,3,7.5,3,2.8,
1952,,2005-2,3,7.5,3,3,
1953,,2006-1,3,0,3,2.17,
1954,,2006-1,3,10.5,3,2.17,
1955,,2006-2,3,9,3,3.1,
1956,,2006-2,3,12,3,3.1,
1957,,2007-1,3,7.5,3,2.63,
1958,,2007-2,3,9,3,2.66,
1959,,2007-2,4,10,4,2.66,
1960,,2008-1,3,6,3,3,
1961,,2008-2,12,36,12,2.33,
1962,,2010-2,3,0,3,0,
1963,,2005-1,0,0,3,2.94,
1964,,2005-2,0,0,3,3,
1965,,2005-2,3,6,3,3,
1966,,2006-2,3,7.5,3,3.1,
1967,,2008-1,3,9,3,3,
1968,,2005-2,3,3,3,3,
1969,,2006-1,3,9,3,2.17,
1970,,2007-1,3,9,3,2.63,
1971,,2008-1,3,0,3,3,
1972,,2008-1,3,12,3,3,
1973,,2006-1,0,0,3,2.17,
1974,,2007-1,3,6,3,2.63,
1975,,2007-2,3,7.5,3,2.66,
1976,,2005-1,3,9,3,3.5,
1977,,2006-1,3,0,3,0,
1978,,2005-1,3,12,3,3.5,
1979,,2005-1,,,3,3.5,
1980,,2005-1,3,10.5,3,3.5,
1981,,2015-1,3,0,3,0,
1982,,2017-1,3,0,3,,
1983,,2016-1,3,12,3,3.75,
1984,,2016-1,3,10.5,3,3.75,
1985,,2016-2,3,12,3,3.88,
1986,,2016-2,3,11.25,3,3.88,
1987,,2016-1,3,11.25,3,3.75,
1988,,2009-2,0,0,3,0,
1989,,2010-1,3,10.5,3,1.42,
1990,,2009-1,2,0,2,0.33,
1991,,2009-2,3,0,3,0,
1992,,2010-1,3,0,3,1.42,
1993,,2009-1,3,0,3,0.33,
1994,,2009-1,1,2,1,0.33,
1995,,2010-1,3,9,3,1.42,
1996,,2009-1,3,3,3,0.33,
1997,,2010-1,3,6,3,1.42,
1998,,2005-1,1,4,1,3.72,
1999,,2006-1,3,9,3,2.75,
2000,,2008-1,3,6,3,2.3,
2001,,2008-2,3,9,3,2.43,
2002,,2009-1,3,4.5,3,0,
2003,,2009-1,3,0,3,0,
2004,,2010-1,3,9,3,3,
2005,,2010-1,3,7.5,3,3,
2006,,2005-1,3,10.5,3,3.72,
2007,,2005-2,3,9,3,3.45,
2008,,2005-2,3,12,3,3.45,
2009,,2006-1,0,0,3,2.75,
2010,,2006-2,3,9,3,3,
2011,,2007-1,0,0,3,,
2012,,2007-1,3,0,3,,
2013,,2007-1,3,4.5,3,,
2014,,2007-2,3,3,3,1.33,
2015,,2007-2,3,0,3,1.33,
2016,,2008-1,3,3,3,2.3,
2017,,2008-2,3,0,3,2.43,
2018,,2008-2,4,8,4,2.43,
2019,,2009-1,0,0,3,0,
2020,,2009-2,3,9,3,3,
2021,,2010-1,3,10.5,3,3,
2022,,2006-1,3,0,3,2.75,
2023,,2006-2,0,0,3,3,
2024,,2008-1,3,10.5,3,2.3,
2025,,2011-1,3,0,3,2,
2026,,2005-1,3,11.25,3,3.72,
2027,,2005-1,3,12,3,3.72,
2028,,2005-2,3,10.5,3,3.45,
2029,,2006-1,3,7.5,3,2.75,
2030,,2010-1,0,0,3,3,
2031,,2011-1,3,6,3,2,
2032,,2005-1,0,0,3,3.72,
2033,,2005-2,3,11.25,3,3.45,
2034,,2006-1,3,4.5,3,2.75,
2035,,2007-2,3,6,3,1.33,
2036,,2010-1,3,4.5,3,3,
2037,,2005-2,0,0,3,3.45,
2038,,2008-2,,,1,2.43,
2039,,2009-2,3,3,3,3,
2040,,2010-2,12,36,12,3,
2041,,2011-2,3,6,3,2,
2042,,2007-2,3,11.25,3,3.33,
2043,,2008-1,3,9,3,2.83,
2044,,2007-2,3,10.5,3,3.33,
2045,,2007-2,3,12,3,3.33,
2046,,2007-2,3,7.5,3,3.33,
2047,,2008-1,3,7.5,3,2.83,
2048,,2008-2,3,6,3,2,
2049,,2009-2,12,48,12,4,
2050,,2009-1,3,11.25,3,3.7,
2051,,2009-1,3,10.5,3,3.7,
2052,,2009-1,3,12,3,3.7,
2053,,2007-2,,,3,2.83,
2054,,2007-2,0,0,3,2.83,
2055,,2008-1,3,0,3,2.1,
2056,,2008-1,3,6,3,2.1,
2057,,2008-1,3,12,3,2.1,
2058,,2008-2,0,0,3,3.15,
2059,,2009-1,3,9,3,3.11,
2060,,2009-1,3,11.25,3,3.11,
2061,,2007-2,3,10.5,3,2.83,
2062,,2007-2,3,9,3,2.83,
2063,,2008-1,3,4.5,3,2.1,
2064,,2008-2,3,10.5,3,3.15,
2065,,2009-2,12,45,12,3.6,
2066,,2007-1,3,12,3,3.51,
2067,,2007-1,3,10.5,3,3.51,
2068,,2007-2,3,6,3,2.83,
2069,,2008-1,0,0,3,2.1,
2070,,2008-1,3,9,3,2.1,
2071,,2008-2,3,6,3,3.15,
2072,,2008-3,3,11.25,3,3.38,
2073,,2007-1,1,3.75,1,3.51,
2074,,2007-2,3,3,3,2.83,
2075,,2008-2,3,9,3,3.15,
2076,,2008-3,3,9,3,3.38,
2077,,2009-1,3,7.5,3,3.11,
2078,,2008-2,3,11.25,3,3.15,
2079,,2009-2,3,9,3,3.6,
2080,,2007-1,3,7.5,3,3.51,
2081,,2009-1,3,10.5,3,3.11,
2082,,2008-2,,,1,3,
2083,,2009-1,3,6,3,2.3,
2084,,2009-1,3,7.5,3,2.3,
2085,,2011-1,3,12,3,4,
2086,,2008-1,3,3,3,2.1,
2087,,2009-1,3,9,3,2.3,
2088,,2012-1,3,7.5,3,2.5,
2089,,2009-1,0,0,3,2.3,
2090,,2008-1,3,10.5,3,2.1,
2091,,2008-2,0,0,3,3,
2092,,2009-2,3,10.5,3,2.7,
2093,,2009-2,3,7.5,3,2.7,
2094,,2010-1,3,10.5,3,3.25,
2095,,2008-2,3,0,3,3,
2096,,2009-2,3,6,3,2.7,
2097,,2010-1,3,3,3,3.25,
2098,,2010-1,3,9,3,3.25,
2099,,2010-2,3,9,3,3.4,
2100,,2010-2,12,42,12,3.4,
2101,,2009-2,3,9,3,2.7,
2102,,2011-1,0,0,3,2.5,
2103,,2011-1,3,9,3,2.5,
2104,,2012-1,3,9,3,2.67,
2105,,2012-2,3,4.5,3,2.5,
2106,,2013-1,3,3,3,2.5,
2107,,2013-1,3,9,3,2.5,
2108,,2016-2,3,7.5,3,2.08,
2109,,2017-2,3,6,3,2,
2110,,2010-2,3,10.5,3,3.58,
2111,,2011-3,3,10.5,3,3.5,
2112,,2012-2,3,3,3,2.5,
2113,,2012-2,3,7.5,3,2.5,
2114,,2015-2,3,0,3,,
2115,,2016-2,12,24,12,2.08,
2116,,2017-1,3,3,3,,
2117,,2017-3,3,9,3,3,
2118,,2011-2,3,9,3,2.5,
2119,,2010-2,3,11.25,3,3.58,
2120,,2010-3,3,0,3,,
2121,,2011-1,3,6,3,2.5,
2122,,2014-2,3,3,3,,
2123,,2012-1,3,6,3,2.67,
2124,,2015-2,,,3,,
2125,,2016-1,3,12,3,3.5,
2126,,2016-2,3,6,3,2.08,
2127,,2011-2,3,6,3,2.5,
2128,,2011-2,3,0,3,2.5,
2129,,2013-1,3,6,3,2.5,
2130,,2014-2,3,0,3,,
2131,,2016-1,3,9,3,3.5,
2132,,2007-2,3,9,3,3.55,
2133,,2007-2,3,12,3,3.55,
2134,,2008-2,3,10.5,3,3.29,
2135,,2009-1,3,6,3,2.57,
2136,,2007-3,3,11.25,3,3.75,
2137,,2009-1,3,10.5,3,2.57,
2138,,2009-1,3,9,3,2.57,
2139,,2010-1,3,10.5,3,3.5,
2140,,2008-1,3,7.5,3,2.88,
2141,,2008-1,3,6,3,2.88,
2142,,2008-2,3,11.25,3,3.29,
2143,,2008-2,3,7.5,3,3.29,
2144,,2009-2,12,36,12,2.9,
2145,,2007-2,3,11.25,3,3.55,
2146,,2009-1,3,7.5,3,2.57,
2147,,2009-1,3,0,3,2.57,
2148,,2007-2,0,0,3,3.55,
2149,,2008-1,3,11.25,3,2.88,
2150,,2008-1,3,9,3,2.88,
2151,,2008-1,3,10.5,3,2.88,
2152,,2008-2,3,9,3,3.29,
2153,,2009-2,3,7.5,3,2.9,
2154,,2007-2,3,7.5,3,2.88,
2155,,2007-2,3,6,3,2.88,
2156,,2008-2,3,9,3,2.9,
2157,,2007-1,0,0.5,3,3,
2158,,2007-1,3,6,3,3,
2159,,2007-3,3,7.5,3,2.5,
2160,,2008-1,3,9,3,2.7,
2161,,2008-1,3,10.5,3,2.7,
2162,,2008-2,3,12,3,2.9,
2163,,2009-1,3,9,3,2.9,
2164,,2008-2,3,0,3,2.9,
2165,,2009-1,3,6,3,2.9,
2166,,2007-1,3,10.5,3,3,
2167,,2007-2,3,9,3,2.88,
2168,,2008-1,3,7.5,3,2.7,
2169,,2008-1,3,6,3,2.7,
2170,,2008-2,3,11.25,3,2.9,
2171,,2009-1,3,12,3,2.9,
2172,,2007-1,0,0,3,3,
2173,,2007-1,3,12,3,3,
2174,,2007-1,3,7.5,3,3,
2175,,2007-2,3,10.5,3,2.88,
2176,,2007-2,3,11.25,3,2.88,
2177,,2008-1,3,0,3,2.7,
2178,,2008-2,,,1,2.9,
2179,,2009-1,3,7.5,3,2.9,
2180,,2010-1,12,48,12,4,
2181,,2005-1,1,4,1,3.77,
2182,,2006-1,3,10.5,3,3.42,
2183,,2006-2,3,3,3,3.83,
2184,,2007-1,0,0,3,2.94,
2185,,2005-1,3,12,3,3.77,
2186,,2006-1,3,9,3,3.42,
2187,,2006-1,3,12,3,3.42,
2188,,2006-1,3,11.25,3,3.42,
2189,,2006-1,3,7.5,3,3.42,
2190,,2006-2,3,11.25,3,3.83,
2191,,2007-2,0,0,4,2.88,
2192,,2008-1,3,6,3,2.75,
2193,,2008-2,12,48,12,3.79,
2194,,2005-1,3,10.5,3,3.77,
2195,,2005-2,3,9,3,3.54,
2196,,2007-1,3,9,3,2.94,
2197,,2007-1,3,11.25,3,2.94,
2198,,2008-1,3,10.5,3,2.75,
2199,,2005-1,0,0,3,3.77,
2200,,2005-2,3,10.5,3,3.54,
2201,,2006-2,3,12,3,3.83,
2202,,2008-2,3,12,3,3.79,
2203,,2005-1,3,11.25,3,3.77,
2204,,2005-2,3,11.25,3,3.54,
2205,,2006-2,0,0,3,3.83,
2206,,2007-1,3,7.5,3,2.94,
2207,,2008-1,3,3,3,2.75,
2208,,2008-2,4,12,4,3.79,
2209,,2005-2,3,12,3,3.54,
2210,,2008-1,3,10.5,3,3.5,
2211,,2008-3,3,12,3,4,
2212,,2009-1,3,12,3,3.55,
2213,,2008-2,3,10.5,3,3.7,
2214,,2009-1,3,10.5,3,3.55,
2215,,2008-1,3,9,3,3.5,
2216,,2008-1,3,11.25,3,3.5,
2217,,2008-2,3,12,3,3.7,
2218,,2009-1,3,9,3,3.55,
2219,,2008-1,0,0,3,3.5,
2220,,2009-1,3,11.25,3,3.55,
2221,,2008-1,3,11.25,3,3.67,
2222,,2008-2,3,11.25,3,3.75,
2223,,2008-1,3,10.5,3,3.67,
2224,,2008-2,3,12,3,3.75,
2225,,2009-1,3,11.25,3,3.65,
2226,,2009-1,3,10.5,3,3.65,
2227,,2009-1,3,12,3,3.65,
2228,,2008-2,3,10.5,3,3.75,
2229,,2009-2,12,45,12,3.75,
2230,,2008-1,3,11.25,3,3.1,
2231,,2008-2,3,12,3,3.85,
2232,,2009-1,3,10.5,3,3.56,
2233,,2008-1,3,6,3,3.1,
2234,,2008-3,,,3,,
2235,,2009-1,3,12,3,3.56,
2236,,2009-1,3,9,3,3.56,
2237,,2007-2,3,9,3,3.35,
2238,,2007-2,3,12,3,3.35,
2239,,2008-1,3,9,3,3.1,
2240,,2009-1,3,11.25,3,3.56,
2241,,2008-2,3,11.25,3,3.85,
2242,,2008-2,3,10.5,3,3.85,
2243,,2009-2,12,48,12,3.95,
2244,,2007-2,1,3.5,1,3.35,
2245,,2009-2,3,11.25,3,3.95,
2246,,2005-1,0,0,3,3.29,
2247,,2005-2,3,9,3,3.05,
2248,,2007-1,3,10.5,3,2.63,
2249,,2008-1,3,11.25,3,2.06,
2250,,2008-2,3,12,3,2,
2251,,2005-1,3,11.25,3,3.29,
2252,,2005-1,3,10.5,3,3.29,
2253,,2005-2,3,11.25,3,3.05,
2254,,2006-2,3,12,3,3.5,
2255,,2007-2,3,10.5,3,2.25,
2256,,2009-1,3,0,3,1.5,
2257,,2005-1,1,3,1,3.29,
2258,,2008-1,0,0,3,2.06,
2259,,2008-1,3,0,3,2.06,
2260,,2008-1,3,6,3,2.06,
2261,,2008-2,3,0,3,2,
2262,,2009-1,3,7.5,3,1.5,
2263,,2006-1,3,0,3,3.5,
2264,,2006-2,3,7.5,3,3.5,
2265,,2007-2,3,3,3,2.25,
2266,,2005-1,3,7.5,3,3.29,
2267,,2006-1,3,10.5,3,3.5,
2268,,2006-1,3,6,3,3.5,
2269,,2006-2,3,9,3,3.5,
2270,,2008-1,3,7.5,3,2.06,
2271,,2009-1,3,6,3,1.5,
2272,,2005-2,3,6,3,3.05,
2273,,2005-2,3,7.5,3,3.05,
2274,,2008-2,3,12,3,3.08,
2275,,2009-1,3,6,3,2.13,
2276,,2009-2,3,7.5,3,2.2,
2277,,2009-2,3,6,3,2.2,
2278,,2010-1,3,7.5,3,2.3,
2279,,2010-1,3,6,3,2.3,
2280,,2010-1,3,0,3,2.3,
2281,,2011-2,12,45,12,3.75,
2282,,2008-2,3,11.25,3,3.08,
2283,,2008-2,3,9,3,3.08,
2284,,2009-1,3,3,3,2.13,
2285,,2009-3,3,11.25,3,3.75,
2286,,2011-1,3,11.25,3,3.75,
2287,,2009-2,3,3,3,2.2,
2288,,2010-2,3,6,3,2.75,
2289,,2010-2,3,10.5,3,2.75,
2290,,2008-2,3,6,3,3.08,
2291,,2009-1,0,0,3,2.13,
2292,,2009-1,3,7.5,3,2.13,
2293,,2010-1,3,9,3,2.3,
2294,,2010-2,3,9,3,3.25,
2295,,2010-2,3,10.5,3,3.25,
2296,,2011-1,3,10.5,3,3.25,
2297,,2010-1,3,9,3,3.35,
2298,,2011-1,3,9,3,3.25,
2299,,2011-1,3,11.25,3,3.25,
2300,,2010-1,3,10.5,3,3.35,
2301,,2010-1,3,11.25,3,3.35,
2302,,2010-2,3,11.25,3,3.25,
2303,,2010-2,3,7.5,3,3.25,
2304,,2011-1,3,7.5,3,3.25,
2305,,2021-1,3,12,3,3.38,
2306,,2021-1,3,7.5,3,3.38,
2307,,2021-2,3,12,3,3,
2308,,2021-2,3,0,3,3,
2309,,2022-2,,,3,,
2310,,2017-1,0,0,3,,
2311,,2021-2,3,6,3,3,
2312,,2019-1,0,0,3,2.5,
2313,,2019-1,3,6,3,2.5,
2314,,2021-1,3,10.5,3,3.38,
2315,,2021-2,0,0,0,3,
2316,,2021-2,0,0,3,3,
2317,,2022-1,3,9,3,3.44,
2318,,2009-1,0,0,3,1.5,
2319,,2009-1,3,9,3,1.5,
2320,,2022-2,,,12,,
2321,,2019-1,3,7.5,3,2.5,
2322,,2022-1,3,11.25,3,3.44,
2323,,2019-1,3,9,3,2.5,
2324,,2021-1,0,0,3,3.38,
2325,,2022-1,3,12,3,3.44,
